gene,rna_baseMean,rna_log2FC,rna_padj
Prelid1,838.9225203,-0.408461765,0.003336562
Rab24,599.4321846,-0.689400675,8.29E-06
Nsd1,9476.739486,-0.214607806,0.092237977
Fgfr4,2.069701597,-0.090319591,0.854639468
Zfp346,147.7458924,-0.405025722,0.064931705
Unc5a,966.0714254,-1.24861266,2.59E-16
Tspan17,1519.731488,-0.293431655,0.052280356
Eif4e1b,1.976621443,0.019777248,0.969817906
Sncb,1124.407712,-0.675302309,4.26E-05
Gprin1,3955.133567,-0.789861077,1.84E-11
Cdhr2,336.422893,1.085769155,4.78E-10
Rnf44,251.4273197,0.287748113,0.15550074
Cltb,944.6657696,-0.339589021,0.015407171
Higd2a,239.2526577,-1.073465572,1.83E-07
Nop16,388.0472964,-0.562630078,0.001044025
Arl10,61.95742143,-0.131344588,7.01E-01
LOC306766,1223.812768,0.636639846,2.88E-06
Thoc3,305.8531773,-0.609861621,0.001314302
Cplx2,1805.436666,1.438765095,5.45E-19
Sfxn1,607.545263,-0.212500958,0.197353925
Drd1,56.59875868,0.207754251,5.17E-01
Nfil3,90.7936648,-0.729152217,0.004497881
Diras2,1418.400433,-0.581195913,2.17E-04
LOC100910585,3.503529372,-0.105273904,0.846210473
LOC689458,2.496137029,0.198562802,0.686753878
LOC498711,1.920618558,-0.450936343,0.296670606
Iars,1264.551723,-0.246598095,0.08033716
Ippk,502.4089231,-1.245899682,6.39E-15
Ptpdc1,1203.412153,-0.957891376,7.36E-13
Kdm1b,223.8311525,-0.072871204,7.39E-01
Nhlrc1,94.61921107,-0.079333129,0.7820977
Nup153,2443.014423,-0.388578281,4.43E-03
Fam8a1,1300.716595,-1.031107227,1.80E-14
Rbm24,32.80609803,-2.601767209,4.84E-09
Gmpr,832.4359771,-0.726004582,5.01E-07
Dtnbp1,583.3693802,-0.415700955,4.99E-03
Smim13,56.9282122,-0.737136008,0.022645618
Sycp2l,2.966482887,0.466108854,3.37E-01
Pak1ip1,399.8092809,-1.01867549,3.54E-09
RGD1562963,18.54422573,-0.33554483,0.439559562
LOC103694069,84.39070784,1.250513213,6.76E-06
Tmem170b,166.1586882,0.168989407,0.456715776
Tbc1d7,216.0612113,-0.546156775,0.005745138
Sirt5,1272.174524,-0.861788293,1.70E-11
Nol7,1531.509971,-0.712800402,7.48E-08
LOC102551899,6.132959353,-0.006434718,0.991607848
Eef1e1,787.2979689,-0.703983838,4.59E-07
Dsp,21.4910901,1.489263863,7.82E-04
Riok1,805.2873991,-0.422098649,0.006229407
Ssr1,1707.938185,-0.358316095,0.019808819
Nrn1,680.4731022,-1.644446595,7.39E-21
Psmg4,334.3712852,-0.636526156,2.20E-04
Tubb2a,1235.26003,-0.847643447,3.16E-07
Wrnip1,704.2005035,-0.757304572,6.27E-08
Foxq1,2.066023229,0.550378231,0.168854799
Uqcrfs1,2895.180158,-0.189335451,0.150172485
E2f3,149.768995,-0.598298205,5.41E-03
LOC103694084,6.832754361,-0.726608391,0.155275628
LOC100910095,1.847090027,0.222897093,0.63917606
Acot13,471.0238808,-0.135555393,0.432219537
LOC100911664,1459.300182,-0.008868033,0.96501882
Slc17a4,3.915148886,-0.501206324,3.21E-01
Hist1h1t,6.566342737,0.269811746,0.602816462
LOC684773,2.233914612,0.289037104,0.541787534
Abt1,162.7107856,-0.882088437,3.29E-05
Olr1658,2.434131291,-0.977879926,0.024508224
Zkscan4,323.4965118,-0.487728657,0.008484406
Nkapl,49.11390547,-0.129661314,7.13E-01
Pgbd1,12.63287472,0.024586238,0.96382063
Trim27,697.3180724,-0.590035653,3.13E-05
Epdr1,539.9925123,-0.278613723,7.41E-02
Stard3nl,1277.19833,-0.737004131,1.48E-08
LOC100910792,196.5708775,-0.980396473,1.34E-06
Gabpb1l,3.269972285,-0.2408396,0.639227568
LOC100362197,218.1845495,-0.516103541,0.006751908
Psma2,2885.669985,-0.40260367,0.002839668
Ggps1,792.0528571,-0.178205999,0.311020428
Mtpap,565.7175963,-0.533182588,8.51E-04
Cul2,2883.874985,-1.013326273,6.76E-15
Crem,238.7340674,0.350408025,0.064748036
Epc1,731.5979723,-0.369174566,1.22E-02
Wdr37,1430.70403,-0.787196532,6.66E-10
Rab18,1762.40403,0.018626499,0.920448765
LOC103694121,2.743333492,-0.277354517,0.548949796
Mkx,17.74481866,0.34022125,0.436971487
Wac,3638.823601,-0.450982319,3.54E-04
LOC100362965,22.99714511,-0.41746255,0.306614117
Gtpbp4,264.2227072,-0.713148504,1.66E-04
Anlnl1,55.16201578,0.220778099,0.495305763
Pitrm1,1267.142567,0.184926487,0.186417077
Akr1e2,273.6006157,0.086874784,0.678555064
Akr1c13,3.296202798,0.516398672,0.29228143
Asb13,126.0919498,-0.392559377,0.112622061
Fbxo18,2503.975804,-0.024759589,0.870318939
Rbm17,1019.66015,-0.322371265,0.02052644
Kin,346.0087077,-0.52295791,2.51E-03
Proser2,30.88705859,1.136209035,3.66E-03
Prpf18,1314.175574,0.271406817,0.066387072
Cdnf,10.31665753,-0.406191145,0.404960423
Hspa14,647.3296387,-0.530287882,3.65E-04
LOC102547897,15.62683603,-0.307936005,4.98E-01
Rpp38,185.9783369,-0.790712044,1.26E-04
Fam188a,2332.162461,-0.588940636,2.80E-06
Stam,1776.293902,-0.533354058,1.15E-04
Skida1,418.6396437,0.088384636,6.65E-01
Commd3,1482.437596,-0.593745481,4.63E-05
Bmi1,1197.167159,-0.10247487,0.546834257
LOC102550664,72.66681372,-0.281386657,0.335868992
Arhgap21,10154.9352,-0.1958301,0.111619334
Thnsl1,553.7328614,-0.613275232,4.46E-05
Abi1,5309.264022,-0.968716287,3.52E-17
Ero1b,413.2901659,-0.831966174,1.74E-06
Dcc,1561.120502,0.100074497,0.487119947
Fhod3,284.0721567,-0.42037914,0.029754934
Bin1,2379.97811,-0.098022139,0.527336919
Rbbp8,1042.503019,-0.179191901,0.271757262
Taf4b,397.5408079,0.11993418,0.56258722
Mapre2,1334.968671,-0.111155561,0.439435982
Slc4a9,2.134421964,-0.455360075,0.29621405
Rnf14,10124.34199,-0.849961414,5.15E-13
Arhgap26,949.3069416,-0.014324438,0.936597857
Dpysl3,514.4799556,0.407192397,0.00907687
LOC103694210,37.63624416,-1.668714175,7.69E-06
Htr4,254.7722333,-0.128264627,0.522634265
Mbd1,519.6809963,-0.184325391,0.276781926
Dym,1603.147903,0.296817004,0.028544727
LOC108348827,11.4192265,1.312370209,0.008910368
Fbxo15,317.7388995,1.253410553,3.96E-10
Usp14,7205.854541,-1.209904312,1.03E-20
Greb1l,335.5241169,-0.575280251,7.22E-04
Ttc39c,660.5304383,-0.365764115,1.44E-02
Kctd1,891.8290971,-0.44162019,0.002158644
Nol4,1052.298041,-0.926481487,1.20E-11
Dtna,2010.466653,0.86726001,9.15E-12
B4galt6,2116.51625,-1.349198851,6.49E-26
RGD1562608,701.2588606,1.320149793,2.70E-16
Rit2,1228.361731,-0.868333979,1.28E-11
Slc25a46,2329.824846,-1.019883105,1.25E-12
Wdr33,1188.379059,-0.273332991,0.042933198
Camk4,1059.683735,-0.874167133,1.17E-10
Reep5,1510.826539,-0.259570505,0.071512418
Brd8,1053.804961,-0.700451831,9.08E-08
Ube2d2,1494.925415,-0.467243696,0.004642933
Nrg2,23.01988355,0.054243317,0.904586665
Eif4ebp3,14.35245143,-0.192439079,0.689162533
Hars,1805.412997,-0.645774966,1.68E-07
Pcdha4,2800.938277,-1.186863628,1.10E-23
RGD1563159,4.635611465,0.571797168,0.261380493
Pcdhgb8,481.5203616,0.249840413,0.145165907
Ndfip1,6989.357684,-0.828059355,4.27E-12
Yipf5,986.8241113,-0.840588599,6.01E-10
Lars,3102.872372,-0.161722464,0.23040337
Tcerg1,2660.409509,-0.836071721,4.67E-09
Ppp2r2b,4562.218217,-0.367900635,3.28E-03
Jakmip2,2498.700813,-1.315476315,9.67E-26
Kcnn2,1324.546284,-0.920017236,1.08E-11
Trim36,196.2669736,-0.236845945,0.310144476
Ccdc112,517.4983592,-1.347589105,2.72E-15
Ap3s1,1849.788075,-0.786399837,1.12E-07
Commd10,516.8667964,-1.025464332,1.58E-11
Dtwd2,38.91174456,0.075740136,0.855476396
Csnk1g3,2088.039234,-1.00735309,4.96E-13
LOC100174910,182.7880781,-0.416979055,5.21E-02
Adamts19,28.95388554,2.220249693,2.42E-07
Chsy3,233.697755,-0.770048535,5.85E-05
Ndst1,2024.168067,0.341267507,8.46E-03
Camk2a,26370.07058,1.270664767,1.08E-24
Ablim3,127.674159,0.683735508,3.63E-03
Napg,1287.261506,-1.013209546,8.56E-15
Wdr7,6306.340956,-0.734773951,5.66E-10
Nedd4l,3857.781262,-1.127506095,2.34E-20
Zfp532,1745.363997,0.431619568,0.001394663
Afg3l2,1683.197696,-0.812461418,9.64E-11
Spire1,4612.30234,0.799958321,3.07E-10
Rnmt,1261.664214,-0.47762771,5.44E-04
Tcf4,4413.250465,-0.331206852,0.006448485
Ccdc68,10.42008996,-0.266573523,0.60024083
Rab27b,1038.852497,-0.863191252,7.67E-11
Mapk4,693.444863,0.106308286,0.561443978
Myo5b,2594.684309,-1.106921532,3.67E-18
Lipg,11.98304912,1.03094251,0.035527436
Ctif,70.4077042,0.289064334,0.36464216
Loxhd1,17.48522679,-0.94302039,0.037137284
RGD1308601,128.4863525,0.138913514,0.581359616
Epg5,2597.220896,-0.265112638,0.037617372
Setbp1,1503.989025,0.27909307,0.038915342
Atp9b,1448.898692,-0.132038274,0.372308831
Neto1,1788.36009,-0.053479738,0.745295989
Cd226,2.092915638,0.013974111,0.980254753
Mtmr1,1226.462392,-0.676055337,6.15E-07
Fundc2,120.3461996,-0.131258073,0.636871302
LOC102546764,29.73077558,-0.026640493,9.50E-01
Zfp136,396.8917141,0.028695249,0.893840627
Thoc1,708.487093,-0.763119583,7.31E-07
LOC103694158,6.485967394,-0.289776439,0.57779004
Snrpd1,751.9633915,-6.83E-04,0.997000478
Mib1,7875.472829,0.545304479,1.52E-05
RGD1311805,1042.233631,-0.707918768,7.55E-08
Ankrd29,32.66364043,-0.336764526,0.368406722
Cabyr,2.791255194,-0.020399109,9.71E-01
Impact,4257.692388,-0.897494674,1.79E-14
RGD1562080,20.8142346,-0.590873569,0.169820369
RGD1563861,6.334015032,0.137886107,0.799009615
Garem1,427.9939105,-0.698892261,1.19E-05
Rnf138,348.9031634,-0.520091377,0.009510864
LOC102551486,3.421005924,-0.817888332,0.090511622
Ttr,595.9877846,1.316692556,0.004875996
Zscan30,306.1014003,-0.207591587,0.307642832
Zfp35,1000.63571,-0.589022489,9.01E-05
Ino80c,368.7578279,0.149951169,0.401464594
MGC116121,218.3419372,-0.739469343,9.80E-05
Slc39a6,799.5463105,-0.402718592,0.004010627
Elp2,2409.811739,-0.862721331,1.06E-12
Tpgs2,817.3840664,-0.485298682,4.59E-04
Pik3c3,1257.389454,-0.647500785,8.37E-07
Syt4,2383.91549,-1.351761507,9.54E-27
Sap130,479.3549726,-0.208661021,0.214525736
LOC100363500,41.55304261,-0.457408637,0.184325633
Stard4,249.6238547,0.295968763,0.116857878
Nrep,227.1181719,0.34113027,0.115104329
Apc,20582.82994,0.1431123,0.34138953
Srp19,726.5516619,-0.628686906,2.82E-05
Nme5,99.5976435,-1.243752628,2.04E-06
Cdc23,907.4289791,-0.06116226,0.701585929
Cdc25c,61.24897814,-0.782804753,0.011190568
Fam53c,303.9868207,0.494841559,0.008501195
Reep2,812.9125494,-0.82612092,4.12E-09
Egr1,578.3146481,-1.989712031,1.13E-36
Etf1,2059.632096,-0.512893764,6.73E-04
Hspa9,4180.710991,-0.268432357,4.98E-02
Lrrtm2,1943.314635,-1.148843029,2.01E-19
Matr3,5230.749821,-1.085683894,9.08E-16
Paip2,1670.939198,-0.355654747,2.20E-02
Dnajc18,1637.861876,-0.219265125,0.117267915
LOC102557111,4.226451234,0.204575314,0.69280134
Igip,598.2166316,-0.357513401,0.045592817
Pfdn1,1857.124641,-0.254352296,1.03E-01
Sra1,470.6727053,-0.546431691,5.24E-04
Apbb3,382.6264253,-0.88617807,6.57E-08
Tmco6,91.59410176,-0.495300767,5.46E-02
Ndufa2,1010.013943,-0.227377315,0.112455787
Wdr55,88.80994688,-0.169366074,0.541468306
Hars2,726.4784791,0.591285603,3.78E-05
Zmat2,2876.995954,-1.002509894,5.82E-14
Pcdhb2,115.0055476,-0.401710704,9.54E-02
Pcdhb3,155.953518,-0.438915844,4.76E-02
Pcdhb4,120.6314122,0.316935263,0.186987226
Pcdhb5,306.7600924,-0.726271897,3.36E-05
Pcdhb6,62.86346967,-0.715290211,0.015995824
Pcdhb7,239.5900203,-0.338513291,7.50E-02
Pcdhb9,298.4283823,-0.447874,0.010653687
Pcdhb10,111.8582752,-0.280764636,0.262592271
Pcdhb11,130.3079711,-0.168669725,0.485634033
Pcdhb12,87.09653625,-0.408120751,1.25E-01
LOC108348233,293.6788949,-1.083721114,6.36E-10
Pcdhb14,301.056982,-0.625355273,7.20E-04
LOC108348201,205.4549005,-0.250126433,2.22E-01
LOC690826,233.6876969,-0.071647295,7.72E-01
LOC108348771,221.2959204,-0.145598822,0.490138489
Pcdhb17,329.5871543,-0.123530216,0.574892464
Pcdhb19,321.9125298,-0.128319228,0.535831798
Pcdhb20,196.8939017,-0.022134781,0.930909314
Slc25a2,86.94852517,0.106518603,0.743689795
RGD1560482,23.24335244,0.249931745,0.550975577
LOC108353166,445.5403363,-0.468634112,0.005670131
LOC102552497,192.6152494,0.432788185,0.040621947
Hdac3,1003.667765,-0.59470186,7.59E-06
Rell2,647.1706159,0.004729947,0.983341864
RGD735029,562.0381587,0.101914728,5.61E-01
Spry4,51.28462347,0.108737846,0.766192629
Grxcr2,3.692700145,0.394453335,4.34E-01
Rbm27,2243.082103,-0.318317756,0.040421511
LOC108353169,3.009572791,-0.117375119,0.824178225
LOC102554034,3.651675609,0.404862563,0.418772602
Mospd4,2.423657029,-0.579748769,0.199203787
Eif1a,448.2556357,-0.554694696,0.001007775
Cdo1,2890.244513,-1.300043521,2.16E-24
Atg12,418.9861402,-0.175078008,3.27E-01
Srfbp1,525.2318398,-0.804024075,1.76E-07
Cep120,1141.641547,-0.392644103,0.003878863
Zfp608,1013.454938,-0.298059559,0.030641577
RGD1560341,171.0714227,-0.357933907,0.088712867
Phax,1056.672982,-0.697526072,1.74E-07
Tex43,7.139688722,0.159906739,0.76374676
RGD1312005,346.0249956,-0.463463898,0.011349998
Dctn4,1295.84495,-0.423615766,1.18E-03
Synpo,1092.985763,-0.574650754,3.94E-04
Slc6a7,262.0983211,-0.826641536,1.23E-05
Ppargc1b,136.2857586,-0.22839419,0.338897233
Csnk1a1,6259.436103,-0.581367282,3.48E-06
Il17b,7.426339131,-0.585751626,0.248811627
Pcyox1l,333.6407709,-0.780646338,6.88E-06
Grpel2,344.8602988,-0.433827409,0.009971035
Fbxo38,1644.691157,-0.529076668,2.55E-05
Txnl1,2950.424875,-0.639617208,4.55E-06
St8sia3,2315.413154,-1.37078378,6.43E-24
RGD1562699,3.874497215,0.297503009,0.5605803
Fech,468.7199185,0.024880106,0.894231581
Nars,3684.783177,-0.487936924,5.79E-05
Alpk2,14.51727838,-0.016754449,0.97488651
Oacyl,8.547978561,-0.067227889,0.900643465
Sec11c,2935.003592,-0.26555937,5.81E-02
Grp,7.35940344,-0.724539095,1.56E-01
Pmaip1,20.40166629,0.661169599,0.130949762
LOC100363502,6.851286633,-0.249213012,0.63232831
Mc4r,13.41924263,0.707657665,0.129350035
Mppe1,71.6041256,0.293680834,0.306266017
Prelid3a,62.11648914,0.066039605,8.44E-01
Cep76,320.1224688,-0.603318344,5.09E-04
Psmg2,410.3025865,-0.691938606,1.24E-05
LOC100911798,1064.535093,-1.053635526,9.01E-13
Fam210a,464.3274657,-0.375291872,0.017620775
Poli,162.187236,-0.574704605,0.006267459
Elac1,145.9665876,-0.558174811,1.02E-02
RGD1562987,1055.469935,-0.198014155,2.05E-01
Smad7,193.3115629,0.514981227,1.93E-02
LOC102548286,15.23513435,-0.154172029,0.749093058
Pias2,2144.053918,-0.227536906,0.139561808
LOC102552068,34.21993513,-0.550381465,0.131211072
St8sia5,773.9669502,-0.735115842,2.19E-06
LOC108348739,2.461631143,-0.653844367,1.53E-01
Atp5a1,15691.78067,-0.274385955,0.019988969
Adnp2,448.8289889,-0.405104645,0.012001743
Rbfa,373.8778918,-0.54155274,8.85E-04
Txnl4a,559.6648543,-0.337994567,0.035948869
RGD1560212,478.1672699,-0.162542086,0.380260558
Hsbp1l1,4.089469142,-0.073987774,8.93E-01
Pqlc1,150.3697176,-0.015743826,0.958261264
Kcng2,64.19823555,-0.079927667,0.832682133
Galr1,13.89152247,-0.524132052,0.253175826
Cbln2,115.4902815,1.434271011,8.36E-09
Chn3,35.92863858,-1.49815742,6.79E-05
Tmx3,2214.589004,-0.1039109,0.553871575
Fto,1288.390072,0.079886406,6.13E-01
Pcnx2,1701.800885,-0.573099047,1.83E-05
Cdh8,2173.667604,-1.235345556,1.18E-22
Gnao1,4336.623228,-0.026052811,0.869011723
Large1,4539.632231,-0.984066099,1.58E-16
Irx6,2.091518249,0.378079552,0.409790806
LOC501317,5.501227876,0.475541391,3.52E-01
Zfp827,611.6798431,0.390600283,1.25E-02
Nr3c2,6021.702716,-0.442307291,1.44E-04
Ranbp10,187.494654,-0.110315834,6.26E-01
Cfdp1,1978.488541,-0.231875808,9.77E-02
Adamts18,6.540421477,0.656133668,0.196474967
Wwox,100.8427489,0.38296674,0.13142129
Tldc1,133.6291938,-0.264582433,0.263810994
RGD1304884,975.0697965,0.432054982,5.42E-03
Ccsap,421.216941,-1.719944916,2.30E-19
Egln1,465.3788434,0.801249596,6.84E-07
LOC102547811,16.17862071,-0.450068587,0.322097668
Nae1,1186.080569,-0.760119681,2.22E-07
Tk2,207.2127316,-0.477553896,0.014014099
Cdh11,4136.53103,-1.087452561,2.76E-20
Katnb1,564.190144,-0.341361913,0.04599261
Bbs2,686.8006599,0.302903008,0.041831898
Tom1,379.7810086,0.33842216,5.94E-02
LOC100910555,3.974295568,-0.258557228,6.19E-01
Rpgrip1l,1189.859284,-0.598989497,1.24E-05
Tox3,134.9331588,0.31456064,1.98E-01
Cyld,2665.84269,-1.004342747,1.69E-14
Papd5,910.7272915,-0.354567741,0.012880986
Itfg1,8329.538972,-0.861852367,3.04E-11
Tbc1d9,1861.966352,-0.062157686,0.668218562
Mgat4d,1.881909677,-0.424451626,0.330417599
Adgrl1,7321.402587,-0.191503744,0.211539373
Nf1x,1217.972097,0.815338223,7.16E-10
Rad23a,635.1553295,-0.122193873,0.469129229
LOC102552540,64.40416672,-0.755522516,0.011026503
Mylk3,8.852083775,1.065620056,3.66E-02
LOC108353205,46.48262373,-0.336730078,0.3214812
LOC691712,6.418409227,-0.185422595,7.30E-01
RGD1562660,32.26393328,-0.261491363,0.501342882
LOC100363225,5.480541845,-0.925599782,0.071873377
Prmt9,711.1500486,-0.621813278,1.61E-05
Arhgap10,311.0813385,1.179595606,2.73E-11
Atp6v0d1,6381.58444,-0.627111822,2.66E-07
Dus2,205.3595778,-0.005635791,0.982216282
Smpd3,858.3743831,-0.493229334,0.002774433
Nob1,369.3703056,-0.497486024,0.00293679
Tango6,320.3758154,-0.441804323,0.009785526
Vac14,411.9253935,0.275078586,0.1087123
Ap1g1,2271.611148,-0.597875925,5.23E-06
Dhodh,92.37059324,-0.873507194,0.001071661
Znrf1,298.8854142,0.307256693,0.086068164
Ctrb1,2.854884172,-0.147522197,0.776321766
Gabarapl2,153.9863515,-0.342912763,0.130000495
Cdyl2,197.8661907,-0.1249104,6.07E-01
Cmip,1931.532151,-0.159198247,0.277014848
Mlycd,194.9010142,0.137820624,0.544238825
Fbxo31,448.5439555,-0.264822932,0.131350646
Gse1,469.6785935,0.421901763,0.016566459
Banp,507.4568208,0.645410885,2.04E-05
Mlnr,2.775438217,0.045121748,0.930909314
Cbfa2t3,143.4942984,0.980025001,5.83E-05
Abcb10,429.5114222,0.893008455,3.35E-08
Pgbd5,985.6250536,-0.330852846,0.063661279
Sipa1l2,476.5158246,1.081451165,5.59E-10
Kcnk1,208.2026675,0.783926571,5.97E-05
Slc35f3,334.9583481,-1.194829195,1.23E-12
Pard3,517.0293278,0.102154071,0.563559893
Nrp1,2240.303907,-1.368855897,4.98E-28
LOC108348293,12.13178435,-0.124431119,0.804552653
LOC501297,3.369856335,0.557885317,2.61E-01
Fam96b,235.2107138,-0.023278981,9.20E-01
Pdp2,167.6538103,0.462900476,2.77E-02
Car7,168.1268687,-1.809773556,1.70E-13
Terb1,29.56010616,1.1528008,0.004054151
Dync1li2,3911.415316,-0.43933382,5.03E-04
Cmtm2a,2.691046609,-0.055901543,0.915028127
Bean1,6.483513584,0.614853907,0.228202925
Got2,1955.131214,-0.795743694,7.25E-07
Setd6,170.4696684,-0.79628856,2.72E-04
Ndrg4,6222.228243,-0.74312788,2.28E-06
Gins3,28.33722521,-0.605108393,0.114647552
Csnk2a2,890.2283081,-0.518780877,6.30E-04
Cfap20,849.4729283,-0.786455928,7.63E-09
Usb1,69.64170605,-0.125923198,0.692924676
Zfp319,96.81487674,-0.12760909,0.661232546
Tepp,5.901739148,-0.51143019,0.316447854
Kifc3,435.080241,0.444518866,0.027537315
Dok4,392.7722565,-0.457493991,0.01496622
Polr2c,622.4319347,-0.699410716,1.84E-06
Coq9,340.0099804,0.307177617,0.09303634
Ciapin1,468.7697175,-0.334650183,0.035794644
Cx3cl1,3035.310774,-1.553826882,6.02E-24
Arl2bp,2132.482039,0.328233019,0.021837602
Rspry1,817.5456742,-0.044793018,0.795958821
Nup93,738.8990052,-0.361941707,0.012818094
Mt3,3333.299651,0.931130102,1.69E-09
Mt4,2.482670836,0.00403523,0.994029228
Ogfod1,959.9849717,-0.317927283,0.030817303
Nudt21,1196.162462,-0.108518026,0.471114826
Amfr,5979.162152,0.236107231,0.055677928
LOC108348879,5.89945811,0.345735963,0.50289895
Ces5a,33.09822206,1.289712404,5.81E-04
Zfp82,5.932845887,0.242907016,0.643900701
Rasd2,326.4701423,0.765858466,1.77E-04
LOC102550225,5.278884938,0.212038742,0.689900129
Capns2,3.44013166,-0.301752645,0.554764465
Aktip,1473.767864,0.179408763,0.22109051
Brd7,1716.971737,-0.576397166,3.93E-05
Heatr3,517.9583023,-0.33470303,0.034195463
Cnep1r1,317.4446352,-0.25495963,0.166544763
Cbln1,6.278147611,-0.764327025,0.135295471
Siah1,766.6266638,-0.52776553,1.75E-04
Lonp2,2037.928775,-0.227378224,0.088888192
Abcc12,7.128626573,0.696161511,0.169086405
Neto2,1948.367782,-0.98126054,8.90E-14
Dnaja2,4124.542343,-1.013569567,2.51E-15
Gpt2,755.7968996,0.593931335,3.27E-05
RGD1308706,519.0022392,-0.475098352,0.0062519
Zfp330,732.2042546,-0.303194864,0.043826031
Clgn,361.5305588,-1.845803726,8.57E-27
Scoc,2029.068035,-0.384727119,0.008781259
Ndufb7,540.0746265,0.105286062,0.629901787
Tecr,4194.546718,-0.269489011,0.039294882
Dnajb1,803.9860557,-1.08256621,7.91E-15
Prkaca,2620.589663,-0.567120906,2.82E-06
Palm3,76.21984772,-1.719126855,3.37E-09
Il27ra,4.938366391,0.453279552,0.375756861
Rfx1,95.95439836,-0.331415187,0.234851727
Dcaf15,141.4922371,-0.376756403,0.105492366
Cc2d1a,495.6902666,-0.159747201,0.357449716
Zswim4,127.5353194,-0.130565927,0.620302528
LOC288913,142.354984,0.684197708,0.003864007
Mri1,230.3169019,-0.399626672,0.051899344
Ccdc130,150.9571943,-0.834455096,1.14E-04
Ier2,26.67618031,0.102883092,0.811210576
Nacc1,953.4217634,0.641510041,2.00E-05
Trmt1,354.5943923,1.48E-04,0.999707138
Dand5,1.841936575,0.005893255,0.991500395
Gadd45gip1,505.840425,-0.085689644,0.656405207
Farsa,342.4141428,-0.149267111,0.434187305
Syce2,4.780064956,-0.264344895,0.613532055
Gcdh,863.1601038,0.091104002,0.565508005
Klf1,3.329664663,-0.283259984,0.556189308
MAST1,696.5412363,-0.550116705,3.77E-04
Prdx2,2890.021228,-0.012997401,0.940688781
Hook2,62.03586085,-0.053190417,0.880722931
Asna1,1072.874813,-0.402590061,0.007516002
RGD1564093,79.64705669,0.02156469,0.944688652
Tnpo2,3274.973571,0.177857687,0.193734953
Fbxw9,110.5432095,-0.440634659,0.069631869
LOC685513,2.152283185,0.295846008,0.524772627
Dhps,617.2409251,-0.471522421,3.02E-03
Wdr83,169.9682341,9.75E-05,1.00E+00
Wdr83os,726.266377,-0.636067496,2.81E-05
Zfp791,116.9781946,-0.597720117,0.01317881
LOC103690642,8.66202002,-1.224424708,0.019384149
LOC501349,8.275225685,-0.231619624,0.651332539
Orc6,179.8169071,-1.052424244,3.32E-07
Vps35,9146.479242,-0.706188576,6.99E-08
