gene,ribo_baseMean,ribo_log2FC,ribo_padj
Napepld,117.7233749,-1.11208758,2.66E-06
Armc10,302.4438358,-0.913850031,1.30E-08
Lrrc17,7.887532785,1.701875059,0.003555963
Rsbn1l,132.4944707,-0.404474298,0.059532815
Tmem60,107.3377248,-0.771374913,9.58E-04
LOC102547160,6.294551995,-0.235906419,0.635092522
Gnai1,1677.204966,-0.962283591,1.22E-17
Slc25a40,31.09561241,-0.158447436,0.659305202
Gtpbp10,95.65205922,-0.194247996,0.436782823
Cyp51,2124.808875,1.245561752,1.23E-29
Krit1,244.8929337,-0.391315339,0.025043846
Rbm48,62.74767275,-0.360627534,0.195668958
Fam133b,60.10806911,0.103992158,0.739571184
Calcr,5.419876569,0.271594728,0.58997379
Casd1,574.2394094,-0.837906913,4.06E-10
Shfm1,461.1189971,-0.335845324,0.0192891
Sdhaf3,37.03874061,-0.213130571,0.526187189
Asns,1316.251074,-0.959180392,3.40E-15
Mios,165.485536,-0.26754352,0.191034089
Rpa3,40.09269334,0.042326812,0.909095819
Ndufa4,2742.593697,-0.048587708,0.691995377
Tmem106b,1310.235481,-0.30995634,0.00625962
Gpr85,200.0909306,-1.299926421,5.26E-09
Rbmxl1,28.90615465,0.44316811,0.236277351
Wnt2,474.9996629,-2.025317625,3.63E-34
Lsm8,744.3142896,-1.65751286,5.60E-32
LOC102556178,330.9225563,-1.551434735,2.27E-19
Wnt16,3.605045451,-0.127619476,0.80967067
Ndufa5,1383.552661,-0.640093377,3.45E-09
Asb15,45.72195156,-0.849453883,0.010862375
Wasl,1088.090529,-0.969658034,6.51E-16
Gcc1,100.615087,-0.03051888,0.914432367
Arf5,3287.457383,-0.875030618,3.34E-17
Lrrc4,401.1981609,-0.643426657,2.65E-05
Rbm28,271.8237166,0.131595194,0.50151396
Hilpda,35.33244916,-0.85468024,0.023283995
Ccdc136,349.7972858,-0.328413788,0.035153957
Atp6v1f,960.5869024,-0.461361836,3.47E-04
Tspan33,412.6534872,-0.325350714,0.031287097
Strip2,1487.965959,-1.517700383,2.82E-27
Zc3hc1,196.3318732,-0.302791113,0.10845667
Klhdc10,410.8776347,0.537559762,2.55E-04
Ssmem1,5.945067202,0.233189022,0.641178764
Cpa2,20.31502664,0.61110756,0.13122898
Cep41,76.35512385,-0.323757096,0.217571789
LOC103692111,4.046231396,-0.329655164,0.512203581
Slc35b4,383.1894539,-0.290066583,0.056103485
Akr1b10,62.21037072,0.737156097,0.01263962
Bpgm,261.313049,0.292054418,0.096462848
LOC500077,18.11843052,-0.289069944,0.483018219
Mtpn,1933.350575,-0.647161371,3.33E-10
Ptn,2258.107236,-0.110404349,0.364660258
Ttc26,127.4275636,-0.25976647,0.254053483
Fmc1,209.7424216,0.144575454,0.46659275
Clec2l,295.273034,0.076007643,0.695703907
Slc37a3,266.1544859,-0.321442603,0.061374512
Mkrn1,302.2283634,-0.448019218,0.006802738
Ndufb2,1273.044676,-0.219618876,0.076205232
Mrps33,249.9549454,-0.058910599,0.773479116
RGD1563986,576.7232497,0.370369805,0.007428942
Chl1,4810.894889,-0.670799689,1.81E-12
Trpv6,5.794527914,-0.967176715,0.063760639
Fam131b,408.3027044,-0.602738066,6.78E-05
Tcaf1,1660.481969,-0.427721663,6.44E-05
Cul1,1657.868985,-0.240571798,0.030988937
Zfp786,37.87304206,-0.394465164,0.24117611
Zfp282,102.9299095,-0.33693231,0.161999402
Zfp956,113.6148215,-0.765817948,8.93E-04
Zfp777,163.9461662,0.126902503,0.554545497
Zfp862,7.299481277,-0.243714632,0.621688203
Atp6v0e2,666.1774621,-0.104683049,0.476140069
Lrrc61,237.4156709,-0.296912447,0.106534317
Repin1,246.5101761,0.387654642,0.029117544
Gimap9,9.925258455,1.066794338,0.038141951
Gimap7,2.750620485,0.53961802,0.268713595
Malsu1,232.6164165,-0.255153037,0.160776611
Ccdc126,54.6068586,-0.654947872,0.02709813
Mpp6,362.7854507,-0.893414204,3.55E-09
Hnrnpa2b1,709.093857,0.117409757,0.421936602
Snx10,1431.715088,-0.724207263,2.46E-10
Scrn1,1502.11597,0.098537146,0.424577299
Mturn,564.8871425,0.651026502,6.08E-07
Ggct,30.99850394,-0.047890708,0.902010086
Gars,1284.141097,-0.59746366,1.03E-07
Neurod6,2325.263916,-1.872103003,8.26E-10
Ppp1r17,2.158482587,0.024425029,0.96311528
Lsm5,39.19072308,0.325049109,0.313789908
Kbtbd2,394.5435188,-0.521264069,5.75E-04
Nt5c3a,592.0379862,-0.810694904,1.27E-09
Vom1r84,770.0884297,0.135741722,0.779198201
Lancl2,828.9169944,-0.637493832,2.45E-07
Pigy,137.5265028,0.143940096,0.530389822
Ppm1k,564.8485499,0.257534649,0.077532381
Nap1l5,802.5517348,0.742926232,4.13E-09
Gprin3,109.6842921,1.400073868,3.69E-09
LOC108350812,19.42382093,-0.727633416,0.099796155
RGD1560028,2.726390183,1.0339327,0.031402309
Rmnd5a,302.0558674,0.085553247,0.649542756
Rnf103,415.7866411,0.011900829,0.950185283
Reep1,725.870032,-1.130083573,2.61E-18
Immt,1270.763409,-0.213965677,0.067128353
Ptcd3,383.9395644,-0.146734763,0.383446745
St3gal5,649.1268921,-0.919110192,3.21E-10
Usp39,315.2110825,-0.375700125,0.019924437
Mat2a,338.2976949,0.310791582,0.053423078
Elmod3,74.75032393,0.495625277,0.062698388
Kcmf1,437.4963266,-0.243630508,0.105504442
LRRTM1,860.51944,-1.382300779,1.72E-20
Mrpl19,183.3924755,-0.134439262,0.523214805
Pole4,141.1351188,0.120005192,0.597360961
Sema4f,560.1773123,-0.463473581,0.31357664
Htra2,256.3347099,-0.270101069,0.131092635
LOC500227,53.23698861,-0.605943687,0.054268467
Dctn1,3404.161815,-0.12085089,0.268734274
Mthfd2,20.88373164,-0.454269409,0.269104572
Bola3,130.2673671,-0.17488182,0.442577009
Dguok,211.8211934,-0.18830264,0.327390195
Stambp,317.3203169,-0.066303971,0.726282057
Spr,131.0986157,-0.515565877,0.021059815
Emx1,77.43499114,-0.143412545,0.612817896
Smyd5,104.3348078,-0.677848729,0.003915311
Pradc1,82.53561872,-0.367313212,0.150912926
Cct7,1050.782026,-0.334243187,0.005103281
Fbxo41,754.9166019,0.386459029,0.002698017
Egr4,311.1368519,-1.431512214,1.38E-16
Fam136a,81.55620445,-0.816058299,0.002110223
Pcyox1,1926.559894,-0.655527432,2.39E-10
RGD1306746,61.23222911,-0.157675961,0.592032643
Pcbp1,2448.816273,-0.170461308,0.1215629
Asprv1,10.53363297,1.471723414,0.006833218
Mxd1,114.6866735,0.281420955,0.218020059
Snrnp27,147.8189294,-0.150552194,0.501352208
Gmcl1,146.986015,0.013657404,0.957498675
Nfu1,176.0022544,-0.411741015,0.03622932
LOC100362908,8.957680019,1.52196781,0.006501558
Cnbp,2291.972187,-0.204898761,0.068717134
Copg1,2740.823763,-0.312202438,0.002462898
Hmces,175.937217,-0.454194723,0.023741529
H1fx,475.5205469,-0.449058774,0.001290075
Rpn1,3699.406396,-0.545900597,1.60E-08
Ruvbl1,176.695006,-0.417039222,0.032341737
Kbtbd12,3.883060767,-0.193984592,0.707322925
Abtb1,141.1601746,-0.008017994,0.975193035
Podxl2,731.3840653,0.083285279,0.561924671
Hdac11,870.9653052,-0.12885233,0.347023005
Wnt7a,204.8540001,1.869726801,1.23E-22
Chchd4,3.659751002,-0.334052146,0.505716395
Iqsec1,1824.28395,-0.171325308,0.140264648
Ccdc174,99.74631609,-0.166501984,0.508118598
RGD1560289,2.798972185,-0.11886988,0.82045904
Mrps25,293.7299392,0.268133692,0.114962696
Rbsn,277.5891325,-0.28468666,0.100026443
LOC100361920,4.092214785,-0.268746879,0.595523122
Slc25a26,59.11028501,-0.439681107,0.14815335
Kbtbd8,30.08682593,-0.106324023,0.781000103
Uba3,474.8157743,-0.415293256,0.003457583
Arl6ip5,1536.077316,-0.399989377,2.20E-04
Lmod3,4.118621596,-0.724953707,0.155757217
Eif4e3,32.21435074,-0.034369033,0.929453376
Gpr27,186.7667922,-0.817739517,6.08E-05
Prok2,7.104213653,1.386016395,0.014198642
LOC500273,2.481212703,-0.098309399,0.850717092
Trnt1,22.27795335,-0.136991733,0.739703855
Crbn,549.9348266,-0.610513321,4.30E-06
Lrrn1,1431.472231,-0.845652413,2.83E-14
Setmar,28.40756437,-0.746625674,0.047058503
Arl8b,2024.151757,-0.53618761,1.73E-07
Oxtr,41.26543453,-1.210408331,6.87E-04
Thumpd3,227.0794745,-0.106191831,0.590754455
Lhfpl4,331.2991867,-0.633592829,1.24E-04
Cpne9,34.41763609,0.876495931,0.017875007
Brpf1,190.8019141,-0.952152046,1.01E-06
Ogg1,60.53932969,-0.759005702,0.008884311
Tada3,131.2876477,-0.253901006,0.248734362
Rpusd3,131.2076456,-0.282400878,0.21635472
Jagn1,417.8289775,-0.464117204,0.001872277
Creld1,560.2128845,-0.817460491,8.17E-10
Prrt3,937.7804919,-1.28053263,2.40E-17
Emc3,1077.794948,0.29735632,0.022398153
Brk1,864.6047239,-0.563055124,4.00E-06
Tatdn2,114.2191209,0.011550276,0.966265415
Sec13,259.7124815,-0.031009307,0.882958733
Mkrn2,260.2417675,0.133468604,0.476644401
Efcab12,2.423962864,-0.274290957,0.575763823
Alox5,66.17574598,2.254335203,6.24E-12
Zfp422,120.8273714,0.21887417,0.334545677
LOC500300,9.825040067,-0.156132407,0.742620134
Zfp637,334.3308206,-0.751854667,4.70E-06
LOC100909657,36.88505029,-0.699363611,0.046051059
Zfp9,68.06502741,0.169005336,0.559355521
Fbxl14,14.80262845,-0.48036269,0.264478109
Cecr6,440.1955379,-1.353838544,1.62E-16
Bcl2l13,286.830858,-0.220680053,0.203672177
Pex26,102.6964742,0.186842487,0.443070668
Tuba8,235.2582164,-0.872493987,1.63E-06
Phc1,196.6042184,0.238278702,0.220687158
LOC103690024,9.315290393,-0.137343761,0.777388817
Pex5,5.098655402,-0.07325013,0.892681097
Clstn3,6662.986311,-0.46828746,7.62E-07
Emg1,189.9635192,-0.11600293,0.574189045
Phb2,592.3309493,-0.121234338,0.403393676
Usp5,746.6999534,-0.610006391,8.53E-07
Gpr162,619.8897157,-0.319298649,0.016025765
Ptms,1095.898923,-0.774961786,4.92E-11
Mlf2,3898.611063,-0.628429403,7.97E-10
Cops7a,1226.500557,-0.348707919,0.003001955
Pianp,391.8977268,-0.525648711,5.26E-04
Ing4,303.2737494,-0.08049878,0.673772068
Nop2,53.47464612,-0.664985268,0.032680888
Iffo1,280.9540818,-0.586281926,6.36E-04
Mrpl51,311.7363291,0.202395636,0.239792252
Vamp1,596.1347543,0.074835413,0.623624638
Scnn1a,2.447786957,0.38747168,0.422026532
Plekhg6,4.231497246,-0.028952591,0.958326143
Ntf3,24.42686271,0.349063486,0.357365725
Kcna1,379.7422936,-0.305905389,0.050320619
Akap3,5.735085586,-0.087520042,0.870006868
Rad51ap1,22.39382069,-0.343630462,0.368165873
Nrip2,51.94140843,0.155489421,0.622865824
Fkbp4,1455.195891,-0.339499684,0.002318434
Pzp,2.330721011,0.156466009,0.759974729
LOC108350772,2.677869612,-0.028748522,0.957901536
Chtop,20.47390274,-0.24122546,0.546841176
Gabarapl1,1528.733311,-0.204384695,0.079026832
Magohb,50.84371912,0.013821639,0.96819255
Smim10l1,394.6790858,-0.395727168,0.014959155
Mansc1,161.1202201,0.937753001,3.28E-06
Crebl2,73.58082271,0.450674561,0.084087284
Gpr19,78.57223797,0.013731355,0.963791673
Apold1,20.67285257,0.951573345,0.02535089
Ddx47,307.6786253,-0.25094886,0.127981083
Fam234b,1082.534713,-0.681563185,9.01E-09
Gsg1,7.613945742,-0.651152885,0.1927608
RGD1562378,316.1282397,0.464015765,0.003290166
Mgp,68.61946084,2.61663743,1.15E-14
Rerg,199.2696191,-0.481401958,0.008681213
Strap,346.693911,-0.27268148,0.09005164
Igbp1b,26.55430938,-1.223400994,0.004978995
Lmo3,451.3592528,-1.581432051,6.12E-22
Recql,209.662991,0.012673237,0.95624005
Golt1b,220.4664671,-0.170123847,0.375758022
Ldhb,6459.57906,0.549999886,1.49E-08
Cmas,911.6148603,-1.073007224,2.09E-19
C2cd5,497.4499243,-0.541105986,1.16E-04
Etnk1,1265.436374,-0.523422983,1.06E-05
Kras,468.2015023,-0.239985315,0.102482597
Fgfr1op2,423.072077,-1.188811014,1.64E-15
Med21,165.6231671,-0.191983521,0.358189695
Stk38l,177.1422001,-0.104908562,0.628548254
Mrps35,432.8986814,-0.059500842,0.729994502
Amn1,215.0215065,0.029139533,0.894839733
LOC102547920,2.972070151,-0.199313393,0.696083521
Kank4,68.09580961,-0.137214862,0.632649919
Kcnb2,114.7405666,-0.763907965,0.001355011
RGD1564053,178.0463436,0.308265907,0.116118478
Sntg1,48.34521026,-0.14076641,0.66277975
Fam110b,360.4547703,-0.781650496,5.11E-07
Tox,54.71980634,1.621476439,3.59E-07
Rragd,257.7767546,-0.858226178,2.16E-06
LOC682812,125.7462263,-0.153798166,0.508865269
Astn2,1038.218614,-0.348679893,0.002725233
Brinp1,1457.400869,-1.324466676,4.35E-24
LOC102554881,3.549589,-0.921185694,0.069659179
Dab1,238.8230146,-0.058158039,0.779507022
Hspb11,120.5937029,0.238493739,0.311662234
Coa7,72.14070508,-0.450670421,0.104435522
Eps15,2322.176755,-0.262793502,0.012344347
Elavl4,658.6519715,-0.453375227,4.97E-04
LOC100911395,52.27414289,-0.605506704,0.049979499
Mast2,481.8172144,0.756323172,6.87E-08
Rnf220,353.3548724,-0.063162367,0.727723912
Ccdc30,80.8591359,-0.681022208,0.009735218
Psmb2,1100.86357,-0.288949721,0.014344651
Pum1,967.653267,-0.297291157,0.01962361
Ptpru,1938.377099,-1.513754865,1.41E-26
Kazn,394.0444059,-0.005081943,0.978343627
Casz1,33.01632632,-0.247795482,0.479624827
Slc25a33,465.5811152,0.705228789,3.33E-07
Camta1,1421.212625,-0.740933261,1.83E-11
Jph1,174.3852139,-1.440572572,2.11E-12
Stau2,404.8128047,-0.656346074,6.37E-06
Ncoa2,638.8152845,-0.085059205,0.571840757
Pcmtd1,510.5258969,-0.528255715,1.72E-04
Atp6v1h,2351.233778,-0.525171543,2.11E-07
Tmem68,282.5041961,-1.063454591,3.50E-10
Asph,376.5111029,-0.00667234,0.972880748
RGD1559441,86.97024091,-0.933467625,3.88E-04
Cdh17,2.311413273,-0.293111453,0.521999375
Runx1t1,321.1501737,-1.512674554,9.04E-15
Tmem55a,624.9730032,-0.00430778,0.979542438
Coq3,278.8550861,-0.294851275,0.081530285
Fbxl4,163.9767417,-0.392629747,0.047714396
Klhl32,146.2988688,0.046529615,0.849872924
Epha7,1432.022305,-1.493254162,1.48E-29
Ankrd6,100.3677342,-0.155073238,0.541172372
Rngtt,158.0606281,0.146700481,0.502264265
Lingo2,29.37363385,-0.357844184,0.317823748
Chmp5,553.6256694,0.29422347,0.038008586
Kif24,7.595305248,0.656331107,0.188346338
Fam219a,787.3150186,0.123393971,0.386598485
Unc13b,223.67556,-1.212953218,1.82E-09
Ncbp1,639.2519546,-0.38615782,0.00287288
Trmo,24.83398788,-0.400831251,0.289610852
Gabbr2,1320.129311,-0.575789611,6.69E-07
Tex10,227.3549949,-0.664231923,2.59E-04
Tmeff1,418.7569056,-0.501733886,9.65E-04
Plppr1,210.0106407,0.456573673,0.010946468
Fsd1l,249.8361005,-0.628594594,2.97E-04
Zfp462,456.3894208,-0.252808853,0.087130067
Ikbkap,1398.588262,-0.300742824,0.007863338
Epb41l4b,63.56680705,0.864949977,0.003330614
Ptpn3,442.4362295,-1.633891591,5.04E-22
Palm2,249.2064773,-0.94625823,4.29E-08
Akap2,464.1475651,-0.131921662,0.394089559
Lpar1,288.1797194,2.403260614,9.46E-37
Snx30,371.4918658,-0.664212255,1.40E-05
Zfp37,20.28860178,0.118083038,0.778021561
Tle1,287.3852839,-0.590659431,9.24E-04
Kdm4c,227.0470694,-0.547693572,0.001790575
Mpdz,597.8662051,0.491588743,1.52E-04
Nfib,1009.383874,-0.013724322,0.92839572
Zdhhc21,124.3834702,-0.527950283,0.017372109
Ttc39b,283.1326702,0.397410252,0.017022923
Psip1,1487.768904,-0.522497319,1.61E-06
Sh3gl2,1926.080433,-1.216423715,1.47E-25
Slc24a2,4821.850618,-1.519628162,1.17E-31
Mllt3,112.7102356,-0.804744577,5.53E-04
Caap1,120.9847533,-0.656474302,0.002967116
Raver2,340.9936566,-0.718828995,1.32E-05
Dnajc6,3554.402856,-0.585877042,6.72E-09
Sgip1,1392.341401,-0.531826304,1.08E-06
RGD1562532,110.3744821,0.133172056,0.626621068
RGD1564074,3.150409452,-0.087179065,0.869748602
LOC100909776,4.130530026,0.290553779,0.563878513
Ttc22,56.52907896,-0.149447648,0.621151125
Ssbp3,591.9566239,-0.00889123,0.959224937
Glis1,3.002587293,0.14944812,0.773049452
Zfyve9,592.8856425,-0.597375494,5.34E-06
Rnf11l1,98.65129559,0.058306102,0.83130641
Faf1,355.1815347,0.046924506,0.802202334
Pik3r3,168.7135535,1.139043791,9.98E-09
Tmem69,151.9224926,-0.365657257,0.075206701
Zswim5,283.8002092,-0.357397439,0.029345602
Eif2b3,227.2082574,-0.805954282,5.56E-06
Eri3,1014.367953,-0.609221641,1.65E-07
B4galt2,136.7570981,0.288300221,0.175443837
St3gal3,122.4449937,-0.230095225,0.327958405
Kdm4a,472.198767,-0.027679281,0.883619428
Szt2,305.2937579,0.088011982,0.634396397
Foxj3,551.7634262,-0.83320205,2.03E-08
Nfyc,447.4490258,-0.351435357,0.017644339
Akirin1,284.0968489,0.067019966,0.726449931
Inpp5b,39.74129419,-0.506640619,0.118797755
LOC100294508,617.49508,-0.090745224,0.547186544
Zmym4,446.9625078,-0.128023679,0.415478109
Fndc5,453.212964,0.13790241,0.369791529
Nkain1,31.8840856,-0.427376405,0.226372229
Trnau1ap,235.2253118,-0.237941643,0.203126889
Dnajc8,303.110353,-0.227704318,0.206531909
Ahdc1,925.7403993,-0.496772112,8.00E-05
Wdtc1,587.6402156,0.972834548,3.56E-13
Kdm1a,767.0445088,-0.591224415,1.54E-06
Ephb2,171.9471286,-1.193245061,5.72E-09
Epha8,151.2127477,-1.502415372,5.74E-11
Cdc42,2979.294749,-0.22021868,0.037687375
Eif4g3,1662.847989,-0.552447949,2.57E-07
Kif17,100.0211706,-0.330161245,0.172186496
Vwa5b1,8.331539095,0.171236331,0.725942872
Minos1,204.9186435,-0.070775101,0.755163026
Ubr4,3449.07954,0.037504777,0.759531204
Iffo2,56.99657255,0.013220869,0.968694948
Igsf21,112.6566317,0.935828528,5.51E-05
LOC108351053,35.47924609,2.00113371,2.56E-07
Padi6,28.84161299,-0.110715478,0.699820482
Atp13a2,1506.799577,0.33457271,0.002456417
Mtor,1409.192603,-0.010984907,0.940985085
Pex14,403.8871143,-0.553647532,2.32E-04
Kif1b,6666.513492,-0.137212838,0.181961016
Ube4b,937.910167,-0.491330643,6.71E-05
Clstn1,14535.4292,-1.035077529,4.71E-25
Rere,699.9079931,0.108690098,0.453278771
Nol9,247.8123514,-0.371520037,0.034497539
Icmt,280.8632628,-0.113808903,0.538831095
Kcnab2,9300.103849,0.638007802,2.21E-12
Nphp4,155.6547442,-0.662082385,0.001166855
Ajap1,216.5561905,-1.204998483,7.03E-10
Wrap73,154.5173036,-0.461992771,0.026251122
LOC103692529,6.330575158,1.249372323,0.024915775
Morn1,40.93002895,0.271407388,0.395341455
Ski,881.7543815,0.03299598,0.829688085
Prkcz,816.2526787,0.236995818,0.067838356
Noc2l,371.1624046,-0.546106474,2.94E-04
Tipinl1,2.95726215,0.202171883,0.692170563
Gdap1,636.2202701,-1.039744889,4.48E-15
Tmem70,504.9148243,-0.211787842,0.168369115
LOC102546601,3.707300559,-0.707920418,0.161745103
Terf1,82.60945937,-0.085397299,0.763426685
RGD1564405,30.29205226,-0.284769528,0.424011975
LOC108350921,25.07794043,-0.212037103,0.574874236
LOC108351077,16.39535592,0.035303093,0.946045019
Arfgef1,897.5860757,-0.545133706,9.32E-06
Cops5,938.9461199,-0.429505349,3.56E-04
Mcmdc2,30.8829442,-0.71382928,0.051464514
Vcpip1,1354.557415,-0.684170017,1.42E-09
RGD1561849,1765.211783,-1.194644299,7.96E-25
Rrs1,145.0189391,-0.111912637,0.622253853
Rb1cc1,1041.505947,-0.520868815,5.29E-06
Npbwr1,4.265945536,-0.622827852,0.218332926
Tcea1,8.523676328,0.045387659,0.929819792
Lypla1,154.7318284,-0.043027143,0.858499872
Mrpl15,656.6502743,-0.105992039,0.466142666
Sumo4,68.19528155,-0.52736983,0.051750918
Tgs1,171.4726281,-0.238196604,0.239950484
Chchd7,44.01964307,0.011020764,0.9753391
Penk,440.7589699,2.581955353,2.72E-64
Ubxn2b,339.995316,-0.349299662,0.025365344
Rab2a,2456.842068,-0.610788586,1.28E-09
MGC94199,2.15129133,0.11761257,0.813931594
Ndufaf6,88.23941171,-0.137464605,0.615743108
LOC108351082,3.185826351,0.570467225,0.251996712
Pdp1,393.4022168,-0.860197326,9.41E-09
Fam92a1,285.8666831,-0.322265262,0.05555419
Triqk,93.41888991,-1.182838909,4.83E-06
Otud6b,402.2654897,-0.481625555,0.001092808
Tmem64,46.65670101,0.445886013,0.157799514
Calb1,1377.645755,-0.917764335,3.27E-14
Osgin2,88.7109811,-0.265873683,0.290496966
Maged2,839.8909508,0.556938821,8.42E-06
Ggh,311.1930959,-0.187010319,0.269698389
Ccnc,361.1209312,-0.32412771,0.035204993
Tstd3,323.7102994,-0.933504473,2.85E-09
Usp45,529.0582513,-1.200952426,4.55E-16
Faxc,165.9303712,-0.63130743,0.001789709
Ndufaf4,55.98781317,-0.45063044,0.124189808
LOC108350942,3.583129362,-0.470264511,0.342074855
Lyrm2,71.77200016,0.050349354,0.86979408
Ube2j1,489.4446934,-0.375618888,0.00792035
Srsf12,52.19080645,-0.979943393,0.002284504
Pnrc1,569.574525,0.07116828,0.658351189
Akirin2,558.1654737,-0.530166937,9.71E-05
Rars2,66.27127015,-0.188369598,0.50548528
Slc35a1,286.1610535,-0.223340328,0.195242853
Smim8,5.616373458,-0.094066706,0.859779284
RGD1359108,218.7801759,-0.122010995,0.551479545
Topors,183.6415755,-0.071502607,0.743729613
Ndufb6,1185.912222,-0.115292061,0.359134138
LOC690918,5.172752031,0.134503969,0.796987039
Dnaja1,1337.733962,-0.539237472,9.56E-07
Bag1,126.01746,0.183109396,0.424758057
Nfx1,1247.555722,0.179036237,0.610445435
Nol6,1339.726849,-0.570754265,4.08E-07
Ubap1,208.0904347,0.044543968,0.839347184
Nudt2,166.8948244,0.519335835,0.008786119
Rpp25l,77.25873963,-0.287522285,0.281797246
Dctn3,379.2919375,-0.396508516,0.010123841
Sigmar1,317.6999899,-0.111756895,0.525219943
Ccl27,175.0826189,-1.173922706,2.35E-08
Phf24,759.8783639,-1.160269903,6.49E-17
Dnajb5,1137.353866,-1.511489763,2.23E-32
Vcp,4214.205379,0.052955339,0.657017567
Fancg,49.1704688,-0.112448697,0.734904416
Pigo,150.8786431,-0.055516663,0.814653634
Stoml2,413.9359956,0.079831875,0.633908272
Rusc2,1632.802011,-0.260472108,0.023513049
LOC103692345,24.86550297,0.263943617,0.483277189
Tesk1,158.9033175,0.244494033,0.251917637
Ccdc107,359.6252048,0.24896578,0.116786815
Creb3,609.5353956,-0.10499151,0.486941174
Gba2,339.1824182,-0.503715629,0.001174721
Rgp1,170.9901252,0.326225809,0.095003084
LOC100365008,6.800252394,0.249886077,0.616106326
Hint2,202.6025951,-0.437916102,0.016858501
Tmem8b,703.0808514,0.227201463,0.096716425
Gne,360.1310416,-1.183034384,6.27E-14
Polr1e,98.738801,-0.120965288,0.639789996
Fbxo10,1110.939302,-1.267912618,4.93E-22
Tomm5,165.2492871,-0.136494846,0.527594429
Trmt10b,69.62997965,-0.059713479,0.851115294
Dcaf10,86.32744288,-0.500708648,0.052386488
Shb,48.00979838,1.18308496,5.35E-04
Aldh1b1,189.1613245,-0.059620569,0.787562677
Nans,325.9283016,-0.440989773,0.006588979
Coro2a,42.62795287,-0.438223716,0.168278791
Alg2,2158.738338,-0.623804371,2.75E-09
Nr4a3,576.0283203,-0.936853624,6.28E-11
